depth,BT,BSAL,SSAL,SST,chla,month,season,SBFDESED,SEDSIZE,SUBREGION2,BENHAB,SBFDEPTH,SBF.GRP,LPI
78,17.36,33.947,32.886,22.96,1.13287699222565,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
66,14.08,33.628,33.517,18.52,0.823078393936157,10,FALL,ModerateFlatSand,0.36,SouthernNewEngland,SNE_82,Moderate Flat,MidFlat,MidLandPosition
26,22.28,31.35,31.349,22.25,2.3431761264801,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
90,7.5,32.903,32.172,15.2,0.757722914218903,9,FALL,DeepDepressionSand,0.17,SouthernNewEngland,SNE_66,Deep Depression,Depression,LowLandPosition
23,19.92,31.851,31.531,22.58,8.18960475921631,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
84,7,33.09,32.42,10,2.64576315879822,11,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_9,High Flat,HighFlat,HighLandPosition
144,9.4,34.305,33.078,12.1,3.17302680015564,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
76,12.71,33.651,34.373,21.1,0.771541178226471,9,FALL,SomewhatDeepFlatSand,0.17,SouthernNewEngland,SNE_66,Somewhat Deep Flat,MidFlat,MidLandPosition
39,17.68,32.517,32.513,17.71,4.03333854675293,10,FALL,VeryShallowDepressionSand,0.36,GulfofMaine,GOM_1451,Very Shallow Depression,Depression,LowLandPosition
50,15.61,32.599,33.079,19.28,0.820296704769135,9,FALL,ModerateFlatSand,0.35,SouthernNewEngland,SNE_381,Moderate Flat,MidFlat,MidLandPosition
32,13.61,31.692,31.69,13.61,1.19227039813995,10,FALL,HighFlatGravel,0.5,SouthernNewEngland,SNE_873,High Flat,HighFlat,HighLandPosition
39,14.54,32.435,32.12,16.83,0.966279089450836,9,FALL,HighFlatGravel,0.5,SouthernNewEngland,SNE_6,High Flat,HighFlat,HighLandPosition
61,9.39,32.76,33.176,20.49,0.577547013759613,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
27,18.4,32.124,31.263,17.7,1.07841086387634,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
32,18.3,32.377,32.22,18.2,5.43411922454834,10,FALL,ShallowDepressionGravel,0.5,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
50,9.44,32.609,31.737,21.27,0.740799844264984,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
37,15.52,32.015,31.719,17.95,1.94898009300232,9,FALL,ShallowDepressionSand,0.17,SouthernNewEngland,SNE_390,Shallow Depression,Depression,LowLandPosition
85,11.15,32.949,32.75,12.29,1.86619830131531,11,FALL,SomewhatDeepFlatGravel,0.5,GulfofMaine,GOM_1078,Somewhat Deep Flat,MidFlat,MidLandPosition
64,11.18,32.679,32.865,20.07,0.404059380292892,9,FALL,ModerateFlatSand,0.35,SouthernNewEngland,SNE_381,Moderate Flat,MidFlat,MidLandPosition
235,6.84,34.049,32.732,10.37,1.04476273059845,11,FALL,DeeperDepressionSilt/Mud,0.03,GulfofMaine,GOM_247,Deeper Depression,Depression,LowLandPosition
33,13.014,32.7238,30.156,28.2,0.817279994487762,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
94,7.44,33.458,31.605,23.97,0.501170098781586,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
47,13.17,32.661,32.447,19.88,1.95107316970825,9,FALL,ModerateDepressionSand,0.35,SouthernNewEngland,SNE_223,Moderate Depression,Depression,LowLandPosition
165,14.2,35.872,34.252,24.2,0.269548088312149,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
58,8.86,32.83,32.485,21.94,0.495771884918213,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
194,8.4,34.505,32.14,14.31,2.52755331993103,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
42,13.19,32.596,31.734,21.03,0.575828313827515,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
120,13.79,35.584,33.882,18.44,1.03791689872742,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
23,14.5,31.788,31.623,15.7,2.69339466094971,10,FALL,ShallowFlatGravel,0.5,SouthernNewEngland,SNE_223,Shallow Flat,MidFlat,MidLandPosition
245,9.64,35.274,34.87,21.98,0.627090990543365,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
80,11.56,33.505,33.984,19.85,0.400204092264175,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
179,7.36,33.765,32.816,13.29,2.00040006637573,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
38,14.97,32.196,32.149,15.03,3.66666769981384,10,FALL,VeryShallowDepressionGravel,0.5,GulfofMaine,GOM_18,Very Shallow Depression,Depression,LowLandPosition
115,10.8,34.361,33.087,16.2,1.17893159389496,10,FALL,HighFlatSand,0.35,GulfofMaine,GOM_1,High Flat,HighFlat,HighLandPosition
27,15.02,31.36,30.527,24.19,0.475440740585327,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
235,9.2,34.667,33.949,8.9,1.52423858642578,10,FALL,DeepestDepressionSilt/Mud,0.03,GulfofMaine,GOM_72/8/87,Deepest Depression,Depression,LowLandPosition
26,21.9,31.758,31.74,21.96,1.87183594703674,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
22,19.61,32.047,31.462,19.78,2.52046513557434,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
56,13.97,33.238,32.819,17.16,0.45140215754509,9,FALL,ModerateFlatSand,0.17,SouthernNewEngland,SNE_381,Moderate Flat,MidFlat,MidLandPosition
69,12.81,32.473,32.351,15.62,1.48367667198181,10,FALL,ShallowFlatSand,0.48,GulfofMaine,GOM_557,Shallow Flat,MidFlat,MidLandPosition
61,10.23,32.88,34.022,23.01,0.394835472106934,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
33,13.17,32.512,32.496,13.62,1.4400782585144,10,FALL,ModerateFlatGravel,0.5,SouthernNewEngland,SNE_317,Moderate Flat,MidFlat,MidLandPosition
203,9.81,35.222,33.541,13.22,1.24417996406555,11,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
49,10.8,32.444,32.154,12.42,3.85693168640137,11,FALL,ShallowDepressionSand,0.17,GulfofMaine,GOM_8,Shallow Depression,Depression,LowLandPosition
55,11.1,33.335,32.338,18.2,0.654209613800049,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
20,11.7016666666667,32.4445,31.36,27.9733333333333,0.927178502082825,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
33,13.2,31.4,31.303,13.5,3.1295804977417,10,FALL,VeryShallowFlatSand,0.17,GulfofMaine,GOM_8,Very Shallow Flat,MidFlat,MidLandPosition
82,16.49,34.744,33.727,18.9,0.823078393936157,10,FALL,DeepDepressionSand,0.48,SouthernNewEngland,SNE_82,Deep Depression,Depression,LowLandPosition
67,12.29,32.579,32.242,17.68,1.33593046665192,10,FALL,HighFlatSand,0.48,SouthernNewEngland,SNE_6,High Flat,HighFlat,HighLandPosition
48,14.54,32.249,32.14,15.25,3.49404501914978,10,FALL,HighFlatSand,0.35,GulfofMaine,GOM_1,High Flat,HighFlat,HighLandPosition
146,12.91,35.588,35.691,23.43,0.867964744567871,10,FALL,SideSlopeSand,0.35,GulfofMaine,GOM_5,Side Slope,HighSlope,HighLandPosition
72,14.48,33.198,33.133,15.12,1.28149092197418,10,FALL,ShallowFlatSand,0.35,GulfofMaine,GOM_557,Shallow Flat,MidFlat,MidLandPosition
197,7.6,34.554,31.623,12.7,1.08736765384674,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
210,8.95,35.1,32.888,15.04,1.59706699848175,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
183,6.87,33.64,32.575,12,1.69120061397552,10,FALL,SideSlopeSilt/Mud,0.03,GulfofMaine,GOM_8,Side Slope,SideSlope,MidLandPosition
178,6.2,33.522,32.027,11.1,1.65706861019135,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
242,9.06,35.118,32.728,12.94,0.892775356769562,11,FALL,DeepestDepressionGravel,0.5,GulfofMaine,GOM_7,Deepest Depression,Depression,LowLandPosition
26,22.8,31.455,31.119,23.5,0.391307711601257,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
89,10.69,33.245,33.118,10.55,2.26359224319458,11,FALL,ModerateDepressionGravel,0.5,GulfofMaine,GOM_557,Moderate Depression,Depression,LowLandPosition
25,17,32.638,30.75,20.7,1.75106239318848,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
41,12.56,31.957,30.911,20.58,2.68591356277466,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
132,13.24,35.627,34.041,25,0.241185083985329,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
27,25.52,32.744,32.202,25.97,0.861382722854614,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
72,10.17,32.782,32.604,11.17,2.57234692573547,10,FALL,ModerateDepressionSilt/Mud,0.03,GulfofMaine,GOM_2367,Moderate Depression,Depression,LowLandPosition
53,12.55,32.533,32.495,12.61,2.15537095069885,10,FALL,ShallowFlatSand,0.35,GulfofMaine,GOM_557,Shallow Flat,MidFlat,MidLandPosition
121,8.77,33.996,32.555,11.36,1.02763271331787,11,FALL,HighFlatSand,0.35,GulfofMaine,GOM_1,High Flat,HighFlat,HighLandPosition
84,8.5,33.161,32.638,12,5.62015104293823,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
182,6.77,33.778,32.391,11.34,1.48240911960602,10,FALL,DeeperFlatSand,0.35,GulfofMaine,GOM_12,Deeper Flat,MidFlat,MidLandPosition
24,10.92,31.657,30.797,22.93,0.697367429733276,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
21,19.07,31.833,31.485,20.17,2.17994046211243,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
218,11.26,35.389,34.692,19.55,1.35241234302521,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
25,19.07,31.267,30.806,20.55,3.84284090995789,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
62,14.82,32.199,32.157,14.98,1.33210599422455,10,FALL,ShallowFlatGravel,0.5,GulfofMaine,GOM_9,Shallow Flat,MidFlat,MidLandPosition
105,10.04,34.184,32.792,18.88,0.252930223941803,9,FALL,HighFlatSand,0.17,SouthernNewEngland,SNE_3,High Flat,HighFlat,HighLandPosition
202,5.3,33.469,32.473,12.59,0.884261131286621,10,FALL,DeeperDepressionSand,0.35,GulfofMaine,GOM_5,Deeper Depression,Depression,LowLandPosition
202,12.53,35.611,33.937,22.33,0.197638243436813,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
137,8.9,34.832,32.795,12.75,1.7894458770752,11,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
93,12.73,33.995,32.215,14.73,1.33210599422455,10,FALL,SomewhatDeepFlatSand,0.35,SouthernNewEngland,SNE_949,Somewhat Deep Flat,MidFlat,MidLandPosition
153,7.41,33.686,33.117,11.31,0.880022943019867,11,FALL,DeeperDepressionSilt/Mud,0.03,GulfofMaine,GOM_247,Deeper Depression,Depression,LowLandPosition
35,10.29,32.664,32.313,25.08,1.04442715644836,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
69,9.65,33.122,32.395,20.33,0.431253999471664,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
29,16.56,32.616,31.331,18.61,2.79798436164856,9,FALL,ModerateFlatSand,0.35,SouthernNewEngland,SNE_317,Moderate Flat,MidFlat,MidLandPosition
74,8.92,34.066,32.837,26.24,0.683781623840332,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
55,9.95,32.711,31.515,12.41,1.49460899829865,9,FALL,HighFlatGravel,0.5,SouthernNewEngland,SNE_6,High Flat,HighFlat,HighLandPosition
50,17.19,33.045,32.928,17.02,2.79048633575439,10,FALL,ModerateFlatSand,0.36,SouthernNewEngland,SNE_82,Moderate Flat,MidFlat,MidLandPosition
84,10.03,33.087,32.642,11.52,1.16373896598816,10,FALL,ModerateDepressionGravel,0.5,GulfofMaine,GOM_557,Moderate Depression,Depression,LowLandPosition
54,10.21,32.492,32.93,20.7,1.20500886440277,10,FALL,ModerateFlatSand,0.17,SouthernNewEngland,SNE_381,Moderate Flat,MidFlat,MidLandPosition
48,8.77,32.277,31.937,12.13,1.84202373027802,10,FALL,ShallowDepressionSand,0.48,GulfofMaine,GOM_557,Shallow Depression,Depression,LowLandPosition
196,6.69,33.969,32.665,12.29,0.919654786586761,10,FALL,HighFlatSilt/Mud,0.03,GulfofMaine,GOM_247,High Flat,HighFlat,HighLandPosition
138,12.81,35.612,34.998,22.35,0.313807904720306,9,FALL,HighFlatSand,0.17,SouthernNewEngland,SNE_3,High Flat,HighFlat,HighLandPosition
184,7.41,33.832,32.391,11.44,1.14622938632965,11,FALL,DeeperFlatSand,0.35,GulfofMaine,GOM_12,Deeper Flat,MidFlat,MidLandPosition
81,11.6,32.085,31.937,12.6,0.940050423145294,10,FALL,SomewhatDeepFlatGravel,0.5,GulfofMaine,GOM_1078,Somewhat Deep Flat,MidFlat,MidLandPosition
74,12.82,34.292,35.053,21.58,0.3350750207901,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
78,8.21,32.553,31.771,13.03,4.47442817687988,10,FALL,ModerateDepressionSilt/Mud,0.03,GulfofMaine,GOM_2367,Moderate Depression,Depression,LowLandPosition
223,8.32,34.946,32.586,16.5,1.45327913761139,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
29,14.63,31.796,30.871,24.63,0.585827112197876,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
77,12.07,34.448,32.999,21.1,0.453027993440628,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
50,18.17,33.114,32.461,20.59,0.830664396286011,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
174,9.39,34.516,33.425,13.23,1.31315076351166,10,FALL,DeeperDepressionSand,0.35,GulfofMaine,GOM_5,Deeper Depression,Depression,LowLandPosition
39,12.82,32.848,31.725,19.18,1.29145157337189,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
55,12.42,32.693,32.125,16.31,1.20727050304413,10,FALL,ModerateFlatSand,0.35,SouthernNewEngland,SNE_381,Moderate Flat,MidFlat,MidLandPosition
72,12.39,33.315,32.812,14.73,1.26197123527527,10,FALL,ShallowFlatSand,0.48,GulfofMaine,GOM_557,Shallow Flat,MidFlat,MidLandPosition
167,9.5,34.444,32.658,11.7,3.17302680015564,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
41,10.32,32.456,32.113,21.01,0.884501576423645,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
40,10.34,32.809,33.535,22.15,0.747463762760162,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
50,14.96,32.75,32.658,16.16,2.32281231880188,10,FALL,ModerateDepressionSand,0.35,SouthernNewEngland,SNE_223,Moderate Depression,Depression,LowLandPosition
94,7.4,33.011,31.846,11,0.940050423145294,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
55,13.48,32.604,32.168,13.66,1.34780931472778,10,FALL,ModerateFlatGravel,0.5,SouthernNewEngland,SNE_223,Moderate Flat,MidFlat,MidLandPosition
75,10.77,33.485,32.484,24.02,0.426582127809525,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
107,7.88,32.827,33.516,17.33,1.17868983745575,10,FALL,SomewhatDeepDepressionGrave,0.5,GulfofMaine,GOM_7,Somewhat Deep Depression,Depression,LowLandPosition
32,16.74,32.33,31.624,17.39,2.03406023979187,10,FALL,ShallowDepressionSilt/Mud,0.03,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
103,9.18,33.475,32.493,16.38,1.42064237594604,10,FALL,DeepFlatSand,0.48,GulfofMaine,GOM_1028,Deep Flat,MidFlat,MidLandPosition
106,10.46,33.673,32.791,11.12,1.283609,11,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
109,9.83,34.118,32.531,11.7,1.311354,11,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
81,13.32,34.219,31.95,17.41,0.93067854642868,10,FALL,SomewhatDeepFlatSand,0.17,SouthernNewEngland,SNE_66,Somewhat Deep Flat,MidFlat,MidLandPosition
154,10.84,34.707,32.716,11.86,1.518647,11,FALL,DeeperFlatGravel,0.5,GulfofMaine,GOM_12,Deeper Flat,MidFlat,MidLandPosition
85,11.65,32.782,32.032,16.77,0.93067854642868,10,FALL,ModerateFlatSand,0.35,GulfofMaine,GOM_91,Moderate Flat,MidFlat,MidLandPosition
79,13.35,33.716,34.246,19.43,0.421960949897766,9,FALL,DeepDepressionSand,0.35,SouthernNewEngland,SNE_6,Deep Depression,Depression,LowLandPosition
186,9.7,34.631,33.25,12.04,1.060332,11,FALL,DeeperDepressionSilt/Mud,0.03,GulfofMaine,GOM_247,Deeper Depression,Depression,LowLandPosition
57,14.79,32.312,32.285,15.08,3.49404501914978,10,FALL,ShallowFlatSand,0.48,GulfofMaine,GOM_557,Shallow Flat,MidFlat,MidLandPosition
24,13.84,31.622,30.828,21.73,2.27677702903748,9,FALL,ModerateDepressionSand,0.48,SouthernNewEngland,SNE_873,Moderate Depression,Depression,LowLandPosition
60,10.84,33.004,32.487,19.2,0.640606999397278,10,FALL,ModerateFlatSand,0.35,SouthernNewEngland,SNE_381,Moderate Flat,MidFlat,MidLandPosition
216,9.68,35.103,32.543,11.45,0.9850287,11,FALL,DeeperDepressionSand,0.48,GulfofMaine,GOM_5,Deeper Depression,Depression,LowLandPosition
100,13.26,35.151,34.862,22.94,0.46987721323967,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
27,17.53,32.294,32.163,17.85,1.6454541683197,9,FALL,ModerateFlatSand,0.35,SouthernNewEngland,SNE_317,Moderate Flat,MidFlat,MidLandPosition
67,10.11,32.637,32.725,22.43,0.257032126188278,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
155,6.38,33.417,32.443,13.98,1.73413276672363,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
144,8.96,33.339,32.201,10.78,0.983804225921631,11,FALL,DeepDepressionSilt/Mud,0.03,GulfofMaine,GOM_7,Deep Depression,Depression,LowLandPosition
130,12.74,35.301,32.961,18.81,0.295160740613937,9,FALL,HighFlatSand,0.35,SouthernNewEngland,SNE_437,High Flat,HighFlat,HighLandPosition
42,17.71,33.045,32.381,17.15,0.820296704769135,9,FALL,ModerateFlatSand,0.35,SouthernNewEngland,SNE_317,Moderate Flat,MidFlat,MidLandPosition
162,7.3,33.744,33.21,9.95,1.11915576457977,11,FALL,DeeperDepressionSand,0.17,GulfofMaine,GOM_5,Deeper Depression,Depression,LowLandPosition
65,15.92,32.81,32.814,15.93,1.31778573989868,10,FALL,ShallowFlatGravel,0.5,GulfofMaine,GOM_9,Shallow Flat,MidFlat,MidLandPosition
108,8.9,33.895,33.011,10.53,1.25970697402954,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
33,16.82,32.076,31.867,17.1,2.7711284160614,10,FALL,ShallowDepressionGravel,0.5,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
173,10.13,34.526,33.135,12.88,1.60694253444672,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
35,18.4,32.566,31.464,18.2,1.52797722816467,10,FALL,ModerateFlatGravel,0.5,SouthernNewEngland,SNE_317,Moderate Flat,MidFlat,MidLandPosition
25,17.75,32.04,32.02,17.88,1.4509733915329,9,FALL,ModerateFlatSand,0.35,SouthernNewEngland,SNE_317,Moderate Flat,MidFlat,MidLandPosition
51,14.06,32.926,32.325,15.32,2.35804629325867,10,FALL,ModerateFlatSand,0.17,SouthernNewEngland,SNE_381,Moderate Flat,MidFlat,MidLandPosition
162,12.24,35.562,34.207,20.62,0.946939170360565,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
48,16.5,32.683,32.659,16.83,3.73904514312744,10,FALL,ShallowDepressionSand,0.36,GulfofMaine,GOM_1451,Shallow Depression,Depression,LowLandPosition
126,7.6,33.327,32.398,12.23,1.16730976104736,11,FALL,LowSlopeGravel,0.5,GulfofMaine,GOM_2,Low Slope,LowSlope,LowLandPosition
55,10.77,32.753,32.77,20.67,0.835741460323334,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
335,6.66,35.06,33.261,14.94,0.969720900058746,10,FALL,SideSlopeSand,0.48,GulfofMaine,GOM_5,Side Slope,HighSlope,HighLandPosition
17,23.4,32.046,32.051,23.42,2.72752594947815,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
85,9.8,33.342,31.38,19.3,1.04934966564178,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
105,6.03,33.681,31.905,14.6,0.763433933258057,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
150,14.07,35.734,35.701,21.92,0.579584777355194,10,FALL,HighFlatSand,0.35,SouthernNewEngland,SNE_387,High Flat,HighFlat,HighLandPosition
145,14.25,35.704,35.331,23.58,0.307557553052902,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
202,8.34,34.381,32.935,11.03,1.25970697402954,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
51,14.81,32.414,32.406,14.89,2.38317179679871,10,FALL,ShallowFlatSand,0.35,GulfofMaine,GOM_557,Shallow Flat,MidFlat,MidLandPosition
50,14.53,32.617,32.555,14.49,3.55885457992554,10,FALL,ShallowDepressionGravel,0.5,GulfofMaine,GOM_9,Shallow Depression,Depression,LowLandPosition
54,15.21,32.207,32.165,15.67,1.61791598796844,9,FALL,ShallowFlatSand,0.35,GulfofMaine,GOM_557,Shallow Flat,MidFlat,MidLandPosition
69,10.96,33.483,32.276,21.83,0.336115300655365,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
137,12.34,35.359,35.598,22.86,0.694370150566101,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
24,20.33,31.766,29.539,20.8,9.85024261474609,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
109,11.51,34.38,32.902,19.95,0.616090655326843,10,FALL,HighFlatSand,0.35,GulfofMaine,GOM_1,High Flat,HighFlat,HighLandPosition
199,8.33,34.431,32.881,13.25,1.55885136127472,11,FALL,DeeperDepressionSand,0.17,GulfofMaine,GOM_5,Deeper Depression,Depression,LowLandPosition
67,12.04,32.562,32.423,15.27,1.61830341815948,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_9,High Flat,HighFlat,HighLandPosition
28,17.78,32.085,32.004,18.65,1.4118344783783,9,FALL,ModerateFlatSand,0.17,SouthernNewEngland,SNE_113,Moderate Flat,MidFlat,MidLandPosition
26,19.76,31.576,31.333,20.35,1.04134905338287,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
23,23.98,32.13,32.03,25.79,3.97654116153717,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
296,10.45,35.34,35.119,22.51,0.458322495222092,10,FALL,SideSlopeSand,0.17,SouthernNewEngland,SNE_3,Side Slope,HighSlope,HighLandPosition
267,7.85,34.894,32.606,11.7,1.41092026233673,10,FALL,DeepestDepressionSand,0.35,GulfofMaine,GOM_5,Deepest Depression,Depression,LowLandPosition
197,11.93,35.488,34.543,23.97,0.226194366812706,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
167,7.53,33.658,33.121,9.99,1.11915576457977,11,FALL,DeeperDepressionSilt/Mud,0.03,GulfofMaine,GOM_247,Deeper Depression,Depression,LowLandPosition
128,13.08,35.449,34.223,23.99,0.293992340564728,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
185,7.16,33.806,32.642,11.34,1.184018,11,FALL,DeeperFlatGravel,0.5,GulfofMaine,GOM_12,Deeper Flat,MidFlat,MidLandPosition
96,11.25,33.73,33.436,16.58,2.35655117034912,10,FALL,SomewhatDeepFlatSand,0.35,GulfofMaine,GOM_9/133/183/1451,Somewhat Deep Flat,MidFlat,MidLandPosition
